OrderID,Date,Product,Category,BaseCost,SellingPrice,Quantity,TotalSales,CustomerName,CustomerLocation,PaymentMethod,Status
ORD2342,11-10-2023,Smartphone,Electronics,7464.79,8323.24,5,41616.2,Vidhi Gupta,Delhi,Credit Card,Cancelled
ORD2343,11-10-2023,Refrigerator,Home Appliances,24920,28658,2,57316,Shruti Reddy,Jaipur,PayPal,Cancelled
ORD2344,12-10-2023,Smartphone,Electronics,7464.79,8323.24,4,33292.96,Tanvi Gupta,Delhi,Debit Card,Completed
ORD2345,14-10-2023,Smartphone,Electronics,7464.79,8323.24,1,8323.24,Gia Reddy,Jaipur,Gift Card,Pending
ORD2346,14-10-2023,Refrigerator,Home Appliances,24920,28658,2,57316,Yuvraj Desai,Hyderabad,Debit Card,Pending
ORD2347,15-10-2023,Headphones,Electronics,3115,3738,5,18690,Trisha Kumar,Kolkata,Debit Card,Pending
ORD2348,16-10-2023,Smartwatch,Electronics,2492,3052.7,2,6105.4,Aryan Patel,Chennai,Debit Card,Completed
ORD2349,16-10-2023,Laptop,Electronics,46725,54901.88,3,164705.64,Tathya Menon,Lucknow,PayPal,Pending
ORD2350,17-10-2023,Smartphone,Electronics,7464.79,8323.24,4,33292.96,Gaurav Sharma,Bengaluru,Amazon Pay,Completed
ORD2351,17-10-2023,Headphones,Electronics,3115,3738,3,11214,Deepika Singh,Mumbai,Debit Card,Cancelled
ORD2352,20-10-2023,Refrigerator,Home Appliances,24920,28658,1,28658,Jatin Jain,Ahmedabad,PayPal,Cancelled
ORD2353,20-10-2023,Running Shoes,Footwear,2803.5,3644.55,3,10933.65,Falguni Patel,Chennai,Credit Card,Pending
ORD2354,20-10-2023,Smartwatch,Electronics,2492,3052.7,2,6105.4,Aaditya Desai,Hyderabad,PayPal,Completed
ORD2355,21-10-2023,Book,Books,249.2,286.58,1,286.58,Devansh Desai,Hyderabad,Gift Card,Pending
ORD2356,23-10-2023,Laptop,Electronics,46725,54901.88,4,219607.52,Divya Reddy,Jaipur,Amazon Pay,Pending
ORD2357,23-10-2023,Laptop,Electronics,46725,54901.88,2,109803.76,Advik Gupta,Delhi,PayPal,Completed
ORD2358,25-10-2023,Book,Books,249.2,286.58,5,1432.9,Palak Kumar,Kolkata,Debit Card,Pending
ORD2359,25-10-2023,Smartphone,Electronics,7464.79,8323.24,5,41616.2,Rohan Desai,Hyderabad,Gift Card,Completed
ORD2360,25-10-2023,Running Shoes,Footwear,2803.5,3644.55,2,7289.1,Deepika Singh,Mumbai,Debit Card,Cancelled
ORD2361,26-10-2023,Refrigerator,Home Appliances,24920,28658,2,57316,Eva Jain,Ahmedabad,Debit Card,Pending
ORD2362,27-10-2023,Book,Books,249.2,286.58,2,573.16,Aaditya Desai,Hyderabad,Amazon Pay,Pending
ORD2363,27-10-2023,Laptop,Electronics,46725,54901.88,5,274509.4,Chahat Menon,Lucknow,PayPal,Completed
ORD2364,29-10-2023,Headphones,Electronics,3115,3738,2,7476,Saisha Jain,Ahmedabad,Credit Card,Completed
ORD2365,29-10-2023,Running Shoes,Footwear,2803.5,3644.55,4,14578.2,Vidhi Gupta,Delhi,Amazon Pay,Completed
ORD2366,31-10-2023,Smartwatch,Electronics,2492,3052.7,5,15263.5,Rohan Desai,Hyderabad,PayPal,Pending
ORD2367,03-11-2023,Smartphone,Electronics,7464.79,8323.24,3,24969.72,Riya Kumar,Kolkata,Credit Card,Completed
ORD2368,03-11-2023,Laptop,Electronics,46725,54901.88,3,164705.64,Ishaan Singh,Mumbai,Credit Card,Pending
ORD2369,05-11-2023,Running Shoes,Footwear,2803.5,3644.55,3,10933.65,Arjun Kumar,Kolkata,Credit Card,Pending
ORD2370,05-11-2023,Smartwatch,Electronics,2492,3052.7,2,6105.4,Eva Jain,Ahmedabad,Credit Card,Cancelled
ORD2371,06-11-2023,Laptop,Electronics,46725,54901.88,3,164705.64,Vanya Yadav,Pune,Credit Card,Pending
ORD2372,07-11-2023,Headphones,Electronics,3115,3738,4,14952,Kavya Reddy,Jaipur,Amazon Pay,Cancelled
ORD2373,08-11-2023,Refrigerator,Home Appliances,24920,28658,5,143290,Aryan Patel,Chennai,PayPal,Cancelled
ORD2374,08-11-2023,Smartphone,Electronics,7464.79,8323.24,5,41616.2,Kiara Kumar,Kolkata,Gift Card,Completed
ORD2375,11-11-2023,Smartwatch,Electronics,2492,3052.7,3,9158.1,Akira Gupta,Delhi,Gift Card,Pending
ORD2376,12-11-2023,T-Shirt,Clothing,933.25,1446.54,1,1446.54,Eva Jain,Ahmedabad,Credit Card,Completed
ORD2377,12-11-2023,Running Shoes,Footwear,2803.5,3644.55,2,7289.1,Rashi Yadav,Pune,Amazon Pay,Completed
ORD2378,12-11-2023,Headphones,Electronics,3115,3738,3,11214,Chahat Menon,Lucknow,Debit Card,Cancelled
ORD2379,15-11-2023,Smartphone,Electronics,7464.79,8323.24,5,41616.2,Devansh Desai,Hyderabad,Amazon Pay,Pending
ORD2380,16-11-2023,Refrigerator,Home Appliances,24920,28658,4,114632,Akira Gupta,Delhi,Gift Card,Cancelled
ORD2381,16-11-2023,Jeans,Clothing,1993.6,2890.72,3,8672.16,Om Sharma,Bengaluru,Credit Card,Cancelled
ORD2382,17-11-2023,Running Shoes,Footwear,2803.5,3644.55,4,14578.2,Prisha Gupta,Delhi,Amazon Pay,Completed
ORD2383,17-11-2023,Smartphone,Electronics,7464.79,8323.24,1,8323.24,Lakshya Menon,Lucknow,Debit Card,Cancelled
ORD2384,17-11-2023,Headphones,Electronics,3115,3738,4,14952,Dhruv Yadav,Pune,Gift Card,Cancelled
ORD2385,18-11-2023,Refrigerator,Home Appliances,24920,28658,2,57316,Kiara Kumar,Kolkata,PayPal,Completed
ORD2386,22-11-2023,Smartphone,Electronics,7464.79,8323.24,4,33292.96,Riya Kumar,Kolkata,Credit Card,Pending
ORD2387,23-11-2023,Smartphone,Electronics,7464.79,8323.24,4,33292.96,Uday Desai,Hyderabad,Amazon Pay,Completed
ORD2388,25-11-2023,Running Shoes,Footwear,2803.5,3644.55,2,7289.1,Gagan Kumar,Kolkata,Amazon Pay,Cancelled
ORD2389,26-11-2023,Laptop,Electronics,46725,54901.88,5,274509.4,Ira Sharma,Bengaluru,PayPal,Completed
ORD2390,26-11-2023,T-Shirt,Clothing,933.25,1446.54,1,1446.54,Kiara Kumar,Kolkata,Credit Card,Pending
ORD2391,26-11-2023,Smartwatch,Electronics,2492,3052.7,3,9158.1,Ansh Jain,Ahmedabad,Debit Card,Pending
ORD2392,27-11-2023,Smartwatch,Electronics,2492,3052.7,3,9158.1,Om Sharma,Bengaluru,Debit Card,Pending
ORD2393,30-11-2023,Smartwatch,Electronics,2492,3052.7,3,9158.1,Jhanvi Gupta,Delhi,Gift Card,Pending
ORD2394,01-12-2023,T-Shirt,Clothing,933.25,1446.54,2,2893.08,Quasar Desai,Hyderabad,Gift Card,Cancelled
ORD2395,03-12-2023,Running Shoes,Footwear,2803.5,3644.55,1,3644.55,Naman Reddy,Jaipur,PayPal,Completed
ORD2396,04-12-2023,Book,Books,249.2,286.58,5,1432.9,Tejas Patel,Chennai,Credit Card,Pending
ORD2397,06-12-2023,T-Shirt,Clothing,933.25,1446.54,3,4339.62,Jatin Jain,Ahmedabad,PayPal,Completed
ORD2398,06-12-2023,Washing Machine,Home Appliances,19936,23923.2,5,119616,Ansh Jain,Ahmedabad,Debit Card,Completed
ORD2399,07-12-2023,Headphones,Electronics,3115,3738,4,14952,Kairav Singh,Mumbai,Debit Card,Pending
ORD2400,09-12-2023,Laptop,Electronics,46725,54901.88,3,164705.64,Ruhi Yadav,Pune,Credit Card,Cancelled
ORD2401,09-12-2023,Smartphone,Electronics,7464.79,8323.24,4,33292.96,Samar Reddy,Jaipur,Credit Card,Pending
ORD2402,10-12-2023,Refrigerator,Home Appliances,24920,28658,1,28658,Saisha Jain,Ahmedabad,PayPal,Cancelled
ORD2403,15-12-2023,Book,Books,249.2,286.58,3,859.74,Trisha Kumar,Kolkata,Gift Card,Cancelled
ORD2404,16-12-2023,Book,Books,249.2,286.58,1,286.58,Disha Jain,Ahmedabad,Amazon Pay,Cancelled
ORD2405,17-12-2023,Running Shoes,Footwear,2803.5,3644.55,2,7289.1,Krish Desai,Hyderabad,PayPal,Completed
ORD2406,21-12-2023,Smartphone,Electronics,7464.79,8323.24,3,24969.72,Uday Desai,Hyderabad,PayPal,Completed
ORD2407,22-12-2023,Smartphone,Electronics,7464.79,8323.24,3,24969.72,Sara Menon,Lucknow,Debit Card,Cancelled
ORD2408,23-12-2023,Laptop,Electronics,46725,54901.88,5,274509.4,Myra Jain,Ahmedabad,PayPal,Completed
ORD2409,23-12-2023,Smartwatch,Electronics,2492,3052.7,2,6105.4,Aditi Singh,Mumbai,Debit Card,Cancelled
ORD2410,26-12-2023,Jeans,Clothing,1993.6,2890.72,2,5781.44,Gia Reddy,Jaipur,Credit Card,Completed
ORD2411,26-12-2023,Running Shoes,Footwear,2803.5,3644.55,2,7289.1,Ishika Yadav,Pune,Amazon Pay,Cancelled
ORD2412,28-12-2023,Washing Machine,Home Appliances,19936,23923.2,3,71769.6,Ananya Patel,Chennai,Gift Card,Cancelled
ORD2413,30-12-2023,Headphones,Electronics,3115,3738,5,18690,Tathya Menon,Lucknow,Amazon Pay,Cancelled
ORD2414,31-12-2023,Headphones,Electronics,3115,3738,4,14952,Shruti Reddy,Jaipur,Amazon Pay,Pending
ORD2415,31-12-2023,Laptop,Electronics,46725,54901.88,2,109803.76,Waman Patel,Chennai,Gift Card,Pending
ORD2416,31-12-2023,Laptop,Electronics,46725,54901.88,5,274509.4,Gagan Kumar,Kolkata,PayPal,Completed
ORD2417,01-01-2024,Smartphone,Electronics,7830.24,8730.71,1,8730.71,Ayush Yadav,Pune,Amazon Pay,Completed
ORD2418,01-01-2024,Smartwatch,Electronics,2614,3202.15,5,16010.75,Xylo Kumar,Kolkata,Amazon Pay,Completed
ORD2419,01-01-2024,Running Shoes,Footwear,2940.75,3822.97,5,19114.85,Falguni Patel,Chennai,Credit Card,Cancelled
ORD2420,03-01-2024,Smartphone,Electronics,7830.24,8730.71,5,43653.55,Vivaan Reddy,Jaipur,Credit Card,Cancelled
ORD2421,04-01-2024,Headphones,Electronics,3267.5,3921,1,3921,Jhanvi Gupta,Delhi,Debit Card,Cancelled
ORD2422,04-01-2024,Smartphone,Electronics,7830.24,8730.71,3,26192.13,Shaurya Sharma,Bengaluru,Gift Card,Completed
ORD2423,05-01-2024,Book,Books,261.4,300.61,5,1503.05,Daksh Sharma,Bengaluru,PayPal,Pending
ORD2424,06-01-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Yashvi Gupta,Delhi,PayPal,Pending
ORD2425,06-01-2024,Book,Books,261.4,300.61,2,601.22,Pranav Desai,Hyderabad,Amazon Pay,Pending
ORD2426,06-01-2024,Jeans,Clothing,2091.2,3032.24,1,3032.24,Advait Singh,Mumbai,Debit Card,Pending
ORD2427,08-01-2024,Book,Books,261.4,300.61,5,1503.05,Vihan Sharma,Bengaluru,Debit Card,Pending
ORD2428,09-01-2024,Headphones,Electronics,3267.5,3921,3,11763,Advait Singh,Mumbai,Debit Card,Pending
ORD2429,11-01-2024,Book,Books,261.4,300.61,3,901.83,Pranav Desai,Hyderabad,Gift Card,Cancelled
ORD2430,12-01-2024,Smartwatch,Electronics,2614,3202.15,3,9606.45,Uday Desai,Hyderabad,Debit Card,Completed
ORD2431,14-01-2024,Smartphone,Electronics,7830.24,8730.71,1,8730.71,Parth Patel,Chennai,Credit Card,Cancelled
ORD2432,16-01-2024,Smartwatch,Electronics,2614,3202.15,3,9606.45,Ansh Jain,Ahmedabad,Debit Card,Completed
ORD2433,18-01-2024,Smartphone,Electronics,7830.24,8730.71,3,26192.13,Ayush Yadav,Pune,Gift Card,Cancelled
ORD2434,18-01-2024,Smartwatch,Electronics,2614,3202.15,5,16010.75,Mishka Patel,Chennai,PayPal,Pending
ORD2435,20-01-2024,Running Shoes,Footwear,2940.75,3822.97,4,15291.88,Aarav Sharma,Bengaluru,Amazon Pay,Completed
ORD2436,22-01-2024,Washing Machine,Home Appliances,20912,25094.4,1,25094.4,Aryan Patel,Chennai,Amazon Pay,Completed
ORD2437,23-01-2024,Laptop,Electronics,49012.5,57589.69,1,57589.69,Avni Kumar,Kolkata,Gift Card,Pending
ORD2438,23-01-2024,T-Shirt,Clothing,978.94,1517.36,3,4552.08,Dhruv Yadav,Pune,PayPal,Completed
ORD2439,24-01-2024,Washing Machine,Home Appliances,20912,25094.4,1,25094.4,Jhanvi Gupta,Delhi,Credit Card,Completed
ORD2440,26-01-2024,Smartwatch,Electronics,2614,3202.15,1,3202.15,Pari Singh,Mumbai,Gift Card,Pending
ORD2441,26-01-2024,Book,Books,261.4,300.61,5,1503.05,Om Sharma,Bengaluru,Amazon Pay,Completed
ORD2442,26-01-2024,Smartwatch,Electronics,2614,3202.15,3,9606.45,Quasar Desai,Hyderabad,Debit Card,Pending
ORD2443,28-01-2024,Laptop,Electronics,49012.5,57589.69,2,115179.38,Varun Singh,Mumbai,PayPal,Cancelled
ORD2444,28-01-2024,Laptop,Electronics,49012.5,57589.69,3,172769.07,Divya Reddy,Jaipur,PayPal,Pending
ORD2445,29-01-2024,Running Shoes,Footwear,2940.75,3822.97,4,15291.88,Rohan Desai,Hyderabad,Amazon Pay,Completed
ORD2446,01-02-2024,Jeans,Clothing,2091.2,3032.24,2,6064.48,Divya Reddy,Jaipur,Credit Card,Completed
ORD2447,06-02-2024,Book,Books,261.4,300.61,1,300.61,Kiara Kumar,Kolkata,Gift Card,Pending
ORD2448,06-02-2024,Washing Machine,Home Appliances,20912,25094.4,1,25094.4,Eesha Menon,Lucknow,Credit Card,Completed
ORD2449,07-02-2024,Laptop,Electronics,49012.5,57589.69,3,172769.07,Shlok Jain,Ahmedabad,Amazon Pay,Completed
ORD2450,09-02-2024,Laptop,Electronics,49012.5,57589.69,3,172769.07,Advait Singh,Mumbai,Credit Card,Pending
ORD2451,09-02-2024,Laptop,Electronics,49012.5,57589.69,1,57589.69,Deepika Singh,Mumbai,Amazon Pay,Pending
ORD2452,11-02-2024,Book,Books,261.4,300.61,1,300.61,Rishabh Patel,Chennai,Amazon Pay,Completed
ORD2453,12-02-2024,Smartwatch,Electronics,2614,3202.15,5,16010.75,Lakshya Menon,Lucknow,Amazon Pay,Completed
ORD2454,15-02-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Gia Reddy,Jaipur,Debit Card,Completed
ORD2455,15-02-2024,Laptop,Electronics,49012.5,57589.69,4,230358.76,Rohan Desai,Hyderabad,Amazon Pay,Pending
ORD2456,17-02-2024,Headphones,Electronics,3267.5,3921,3,11763,Urvashi Sharma,Bengaluru,Debit Card,Cancelled
ORD2457,19-02-2024,Book,Books,261.4,300.61,5,1503.05,Vanya Yadav,Pune,Credit Card,Pending
ORD2458,20-02-2024,Book,Books,261.4,300.61,1,300.61,Ansh Jain,Ahmedabad,Amazon Pay,Completed
ORD2459,21-02-2024,Headphones,Electronics,3267.5,3921,2,7842,Hrehaan Menon,Lucknow,PayPal,Completed
ORD2460,21-02-2024,Headphones,Electronics,3267.5,3921,1,3921,Rishabh Patel,Chennai,Amazon Pay,Completed
ORD2461,22-02-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Naman Reddy,Jaipur,Gift Card,Completed
ORD2462,23-02-2024,Headphones,Electronics,3267.5,3921,2,7842,Tanish Menon,Lucknow,PayPal,Completed
ORD2463,24-02-2024,Headphones,Electronics,3267.5,3921,3,11763,Vivaan Reddy,Jaipur,PayPal,Cancelled
ORD2464,25-02-2024,Running Shoes,Footwear,2940.75,3822.97,1,3822.97,Falguni Patel,Chennai,Credit Card,Pending
ORD2465,26-02-2024,Smartwatch,Electronics,2614,3202.15,1,3202.15,Shruti Reddy,Jaipur,Gift Card,Pending
ORD2466,27-02-2024,Refrigerator,Home Appliances,26140,30061,3,90183,Myra Jain,Ahmedabad,Credit Card,Pending
ORD2467,27-02-2024,Refrigerator,Home Appliances,26140,30061,1,30061,Naman Reddy,Jaipur,PayPal,Completed
ORD2468,27-02-2024,Laptop,Electronics,49012.5,57589.69,5,287948.45,Uday Desai,Hyderabad,PayPal,Completed
ORD2469,28-02-2024,Refrigerator,Home Appliances,26140,30061,5,150305,Falguni Patel,Chennai,PayPal,Cancelled
ORD2470,01-03-2024,Running Shoes,Footwear,2940.75,3822.97,3,11468.91,Zia Yadav,Pune,Amazon Pay,Completed
ORD2471,03-03-2024,Washing Machine,Home Appliances,20912,25094.4,4,100377.6,Naisha Kumar,Kolkata,PayPal,Completed
ORD2472,04-03-2024,Headphones,Electronics,3267.5,3921,3,11763,Bhavya Reddy,Jaipur,Debit Card,Pending
ORD2473,05-03-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Dhruv Yadav,Pune,Credit Card,Completed
ORD2474,06-03-2024,Smartwatch,Electronics,2614,3202.15,1,3202.15,Gia Reddy,Jaipur,Gift Card,Pending
ORD2475,07-03-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Tanvi Gupta,Delhi,PayPal,Pending
ORD2476,08-03-2024,Smartwatch,Electronics,2614,3202.15,1,3202.15,Om Sharma,Bengaluru,Gift Card,Pending
ORD2477,08-03-2024,Laptop,Electronics,49012.5,57589.69,4,230358.76,Meher Sharma,Bengaluru,Gift Card,Pending
ORD2478,09-03-2024,Headphones,Electronics,3267.5,3921,2,7842,Pari Singh,Mumbai,PayPal,Completed
ORD2479,12-03-2024,Headphones,Electronics,3267.5,3921,3,11763,Eva Jain,Ahmedabad,Debit Card,Cancelled
ORD2480,14-03-2024,Book,Books,261.4,300.61,1,300.61,Vanya Yadav,Pune,Debit Card,Cancelled
ORD2481,14-03-2024,T-Shirt,Clothing,978.94,1517.36,1,1517.36,Kiara Kumar,Kolkata,Credit Card,Pending
ORD2482,14-03-2024,Jeans,Clothing,2091.2,3032.24,2,6064.48,Trisha Kumar,Kolkata,Credit Card,Completed
ORD2483,15-03-2024,Running Shoes,Footwear,2940.75,3822.97,5,19114.85,Varun Singh,Mumbai,PayPal,Pending
ORD2484,16-03-2024,Running Shoes,Footwear,2940.75,3822.97,4,15291.88,Daksh Sharma,Bengaluru,Debit Card,Pending
ORD2485,17-03-2024,Laptop,Electronics,49012.5,57589.69,5,287948.45,Siya Singh,Mumbai,Debit Card,Pending
ORD2486,17-03-2024,Smartphone,Electronics,7830.24,8730.71,2,17461.42,Gaurav Sharma,Bengaluru,PayPal,Cancelled
ORD2487,19-03-2024,Book,Books,261.4,300.61,5,1503.05,Eesha Menon,Lucknow,Amazon Pay,Pending
ORD2488,20-03-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Eklavya Gupta,Delhi,Credit Card,Cancelled
ORD2489,21-03-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Jatin Jain,Ahmedabad,Credit Card,Cancelled
ORD2490,22-03-2024,T-Shirt,Clothing,978.94,1517.36,5,7586.8,Ishika Yadav,Pune,Amazon Pay,Completed
ORD2491,22-03-2024,Refrigerator,Home Appliances,26140,30061,2,60122,Reyansh Yadav,Pune,PayPal,Completed
ORD2492,22-03-2024,Laptop,Electronics,49012.5,57589.69,2,115179.38,Riya Kumar,Kolkata,Gift Card,Pending
ORD2493,24-03-2024,Jeans,Clothing,2091.2,3032.24,3,9096.72,Aditi Singh,Mumbai,Credit Card,Cancelled
ORD2494,25-03-2024,Refrigerator,Home Appliances,26140,30061,3,90183,Yuvaan Patel,Chennai,Credit Card,Pending
ORD2495,26-03-2024,Running Shoes,Footwear,2940.75,3822.97,5,19114.85,Trisha Kumar,Kolkata,Credit Card,Cancelled
ORD2496,27-03-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Ayush Yadav,Pune,Debit Card,Cancelled
ORD2497,29-03-2024,Laptop,Electronics,49012.5,57589.69,1,57589.69,Palak Kumar,Kolkata,Gift Card,Pending
ORD2498,30-03-2024,Running Shoes,Footwear,2940.75,3822.97,1,3822.97,Myra Jain,Ahmedabad,Gift Card,Cancelled
ORD2499,30-03-2024,Jeans,Clothing,2091.2,3032.24,4,12128.96,Amara Yadav,Pune,Amazon Pay,Pending
ORD2500,01-04-2024,Refrigerator,Home Appliances,26140,30061,4,120244,Advait Singh,Mumbai,Credit Card,Pending
ORD2501,02-04-2024,Washing Machine,Home Appliances,20912,25094.4,4,100377.6,Vivaan Reddy,Jaipur,Credit Card,Pending
ORD2502,04-04-2024,Book,Books,261.4,300.61,1,300.61,Aaradhya Sharma,Bengaluru,Amazon Pay,Completed
ORD2503,04-04-2024,Smartwatch,Electronics,2614,3202.15,4,12808.6,Gagan Kumar,Kolkata,PayPal,Completed
ORD2504,06-04-2024,Laptop,Electronics,49012.5,57589.69,1,57589.69,Rishabh Patel,Chennai,Amazon Pay,Pending
ORD2505,06-04-2024,Refrigerator,Home Appliances,26140,30061,1,30061,Tanish Menon,Lucknow,PayPal,Completed
ORD2506,09-04-2024,Refrigerator,Home Appliances,26140,30061,3,90183,Devansh Desai,Hyderabad,Credit Card,Pending
ORD2507,09-04-2024,Smartphone,Electronics,7830.24,8730.71,1,8730.71,Naman Reddy,Jaipur,PayPal,Cancelled
ORD2508,11-04-2024,Smartwatch,Electronics,2614,3202.15,3,9606.45,Ansh Jain,Ahmedabad,Debit Card,Cancelled
ORD2509,12-04-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Tathya Menon,Lucknow,Amazon Pay,Completed
ORD2510,14-04-2024,Smartphone,Electronics,7830.24,8730.71,1,8730.71,Advait Singh,Mumbai,Gift Card,Pending
ORD2511,14-04-2024,Book,Books,261.4,300.61,1,300.61,Siya Singh,Mumbai,Credit Card,Pending
ORD2512,15-04-2024,Laptop,Electronics,49012.5,57589.69,1,57589.69,Vivaan Reddy,Jaipur,Gift Card,Pending
ORD2513,15-04-2024,Smartwatch,Electronics,2614,3202.15,5,16010.75,Uday Desai,Hyderabad,Credit Card,Cancelled
ORD2514,16-04-2024,Washing Machine,Home Appliances,20912,25094.4,3,75283.2,Zia Yadav,Pune,Gift Card,Cancelled
ORD2515,17-04-2024,Jeans,Clothing,2091.2,3032.24,3,9096.72,Uday Desai,Hyderabad,Credit Card,Cancelled
ORD2516,18-04-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Advik Gupta,Delhi,Debit Card,Cancelled
ORD2517,18-04-2024,Laptop,Electronics,49012.5,57589.69,3,172769.07,Eklavya Gupta,Delhi,Debit Card,Pending
ORD2518,18-04-2024,Laptop,Electronics,49012.5,57589.69,2,115179.38,Disha Jain,Ahmedabad,PayPal,Completed
ORD2519,21-04-2024,T-Shirt,Clothing,978.94,1517.36,2,3034.72,Zia Yadav,Pune,Gift Card,Cancelled
ORD2520,23-04-2024,Smartphone,Electronics,7830.24,8730.71,3,26192.13,Chahat Menon,Lucknow,Debit Card,Cancelled
ORD2521,24-04-2024,Running Shoes,Footwear,2940.75,3822.97,1,3822.97,Aaradhya Sharma,Bengaluru,Gift Card,Cancelled
ORD2522,24-04-2024,Headphones,Electronics,3267.5,3921,4,15684,Ansh Jain,Ahmedabad,Debit Card,Pending
ORD2523,25-04-2024,Washing Machine,Home Appliances,20912,25094.4,5,125472,Jhanvi Gupta,Delhi,Amazon Pay,Pending
ORD2524,26-04-2024,Headphones,Electronics,3267.5,3921,2,7842,Gia Reddy,Jaipur,Credit Card,Completed
ORD2525,27-04-2024,Washing Machine,Home Appliances,20912,25094.4,2,50188.8,Tanish Menon,Lucknow,Gift Card,Cancelled
ORD2526,28-04-2024,Jeans,Clothing,2091.2,3032.24,4,12128.96,Aditi Singh,Mumbai,Credit Card,Completed
ORD2527,29-04-2024,Laptop,Electronics,49012.5,57589.69,2,115179.38,Tanish Menon,Lucknow,PayPal,Completed
ORD2528,29-04-2024,Jeans,Clothing,2091.2,3032.24,4,12128.96,Arjun Kumar,Kolkata,Debit Card,Cancelled
ORD2529,30-04-2024,Refrigerator,Home Appliances,26140,30061,1,30061,Aryan Patel,Chennai,PayPal,Completed
ORD2530,02-05-2024,Laptop,Electronics,49012.5,57589.69,2,115179.38,Ruhi Yadav,Pune,Gift Card,Pending
ORD2531,02-05-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Siya Singh,Mumbai,Debit Card,Cancelled
ORD2532,02-05-2024,Refrigerator,Home Appliances,26140,30061,4,120244,Om Sharma,Bengaluru,Credit Card,Pending
ORD2533,03-05-2024,Book,Books,261.4,300.61,5,1503.05,Disha Jain,Ahmedabad,Debit Card,Pending
ORD2534,03-05-2024,Running Shoes,Footwear,2940.75,3822.97,1,3822.97,Deepika Singh,Mumbai,PayPal,Cancelled
ORD2535,05-05-2024,T-Shirt,Clothing,978.94,1517.36,1,1517.36,Hrehaan Menon,Lucknow,Amazon Pay,Completed
ORD2536,06-05-2024,Jeans,Clothing,2091.2,3032.24,5,15161.2,Amara Yadav,Pune,Debit Card,Pending
ORD2537,07-05-2024,Jeans,Clothing,2091.2,3032.24,2,6064.48,Aryan Patel,Chennai,Amazon Pay,Cancelled
ORD2538,08-05-2024,Smartwatch,Electronics,2614,3202.15,2,6404.3,Shanaya Jain,Ahmedabad,PayPal,Pending
ORD2539,09-05-2024,Book,Books,261.4,300.61,1,300.61,Advik Gupta,Delhi,Amazon Pay,Completed
ORD2540,10-05-2024,Headphones,Electronics,3267.5,3921,3,11763,Quasar Desai,Hyderabad,Gift Card,Pending
ORD2541,11-05-2024,Refrigerator,Home Appliances,26140,30061,2,60122,Chahat Menon,Lucknow,Debit Card,Pending
ORD2542,11-05-2024,Jeans,Clothing,2091.2,3032.24,5,15161.2,Aditi Singh,Mumbai,PayPal,Completed
ORD2543,11-05-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Rashi Yadav,Pune,PayPal,Completed
ORD2544,12-05-2024,Smartwatch,Electronics,2614,3202.15,1,3202.15,Aryan Patel,Chennai,Gift Card,Pending
ORD2545,13-05-2024,Book,Books,261.4,300.61,1,300.61,Aditi Singh,Mumbai,Credit Card,Completed
ORD2546,14-05-2024,Smartphone,Electronics,7830.24,8730.71,1,8730.71,Meher Sharma,Bengaluru,Gift Card,Pending
ORD2547,14-05-2024,Laptop,Electronics,49012.5,57589.69,3,172769.07,Trisha Kumar,Kolkata,Debit Card,Pending
ORD2548,17-05-2024,Smartphone,Electronics,7830.24,8730.71,3,26192.13,Rashi Yadav,Pune,Credit Card,Completed
ORD2549,17-05-2024,Refrigerator,Home Appliances,26140,30061,4,120244,Sara Menon,Lucknow,Gift Card,Cancelled
ORD2550,18-05-2024,Running Shoes,Footwear,2940.75,3822.97,1,3822.97,Disha Jain,Ahmedabad,PayPal,Cancelled
ORD2551,19-05-2024,Refrigerator,Home Appliances,26140,30061,1,30061,Pari Singh,Mumbai,PayPal,Completed
ORD2552,19-05-2024,Running Shoes,Footwear,2940.75,3822.97,4,15291.88,Aryan Patel,Chennai,Amazon Pay,Completed
ORD2553,21-05-2024,Smartphone,Electronics,7830.24,8730.71,5,43653.55,Shanaya Jain,Ahmedabad,Gift Card,Completed
ORD2554,21-05-2024,Smartwatch,Electronics,2614,3202.15,4,12808.6,Uday Desai,Hyderabad,PayPal,Cancelled
ORD2555,22-05-2024,Book,Books,261.4,300.61,5,1503.05,Bhavya Reddy,Jaipur,Credit Card,Pending
ORD2556,22-05-2024,Running Shoes,Footwear,2940.75,3822.97,2,7645.94,Ishika Yadav,Pune,Gift Card,Cancelled
ORD2557,22-05-2024,Washing Machine,Home Appliances,20912,25094.4,2,50188.8,Vidhi Gupta,Delhi,PayPal,Cancelled
ORD2558,23-05-2024,Headphones,Electronics,3267.5,3921,3,11763,Shaurya Sharma,Bengaluru,Debit Card,Cancelled
